category,Crop,District,CNext,CLast,CTransp,IrriType,IrriSource,ExpYield,Season
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Diseased,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Nalgonda,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Maize,Nalgonda,Cotton,Paddy,Direct Seeding,Furrow,Canal,50,Kharif
Healthy,Maize,Nalgonda,Cotton,Paddy,Direct Seeding,Furrow,Canal,50,Kharif
Pests,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Rainfed,11,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Drip,Groundwater,14,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Drip,Rainfed,12,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Surface,Groundwater,15,Rabi
Diseased,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Surface,Groundwater,12,Rabi
Stressed,Cotton,Narayanpet,Maize,Sorghum,Seed Drilling,Drip,Groundwater,13,Rabi
Healthy,Redgram,Narayanpet,Sorghum,Wheat,Broadcasting,Surface,Rainfed,9,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Groundwater,13,Rabi
Stressed,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Groundwater,15,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,11,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Rainfed,10,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Surface,Groundwater,11,Rabi
Stressed,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Canal,20,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Groundwater,13,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,10,Rabi
Stressed,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,12,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Surface,Groundwater,15,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,19,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Groundwater,11,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,19,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Drip,Rainfed,12,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Groundwater,11,Rabi
Stressed,Cotton,Narayanpet,Maize,Sorghum,Drilling,Sprinkler,Canal,11,Rabi
Healthy,Redgram,Narayanpet,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,10,Rabi
Stressed,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Drip,Groundwater,13,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Surface,Groundwater,10,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Surface,Groundwater,10,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,13,Rabi
Diseased,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Groundwater,19,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Groundwater,11,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Surface,Rainfed,13,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Groundwater,12,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,11,Rabi
Healthy,Redgram,Narayanpet,Wheat,Sorghum,Broadcasting,Drip,Groundwater,8,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,10,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Rainfed,12,Rabi
Healthy,Redgram,Narayanpet,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Groundwater,11,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Rainfed,11,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,19,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Drip,Rainfed,12,Rabi
Pests,Cotton,Narayanpet,Sorghum,Maize,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Redgram,Narayanpet,Sorghum,Wheat,Drilling,Drip,Groundwater,9,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Groundwater,20,Rabi
Healthy,Cotton,Narayanpet,Maize,Sorghum,Drilling,Sprinkler,Groundwater,13,Rabi
Pests,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Canal,16,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Surface,Rainfed,10,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Broadcasting,Drip,Canal,13,Rabi
Stressed,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Drip,Rainfed,12,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Rainfed,15,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,14,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Groundwater,15,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Surface,Rainfed,11,Rabi
Pests,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Rainfed,11,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Rainfed,13,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Surface,Groundwater,11,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Groundwater,11,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Surface,Groundwater,10,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Surface,Rainfed,10,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,11,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Drip,Groundwater,14,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Groundwater,14,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Broadcasting,Sprinkler,Groundwater,11,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Canal,17,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Drip,Rainfed,11,Rabi
Diseased,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,12,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Surface,Groundwater,11,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Rainfed,13,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Surface,Rainfed,14,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Broadcasting,Sprinkler,Canal,13,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,19,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Rainfed,13,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Groundwater,15,Rabi
Diseased,Cotton,Narayanpet,Maize,Sorghum,Broadcasting,Sprinkler,Groundwater,14,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Groundwater,12,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Groundwater,18,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Groundwater,15,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Canal,19,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Groundwater,17,Rabi
Pests,Redgram,Narayanpet,Sorghum,Wheat,Broadcasting,Drip,Groundwater,12,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Rainfed,12,Rabi
Healthy,Redgram,Narayanpet,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,9,Rabi
Pests,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Rainfed,10,Rabi
Diseased,Redgram,Narayanpet,Sorghum,Wheat,Drilling,Surface,Rainfed,11,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,18,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Surface,Rainfed,10,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Canal,19,Rabi
Healthy,Cotton,Narayanpet,Maize,Sorghum,Seed Drilling,Drip,Groundwater,13,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Drip,Rainfed,12,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Groundwater,12,Rabi
Healthy,Redgram,Narayanpet,Wheat,Sorghum,Drilling,Surface,Groundwater,11,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Groundwater,17,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Seed Drilling,Sprinkler,Canal,11,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Surface,Rainfed,11,Rabi
Diseased,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Rainfed,15,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Groundwater,13,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Rainfed,10,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Surface,Rainfed,13,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,14,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,16,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Groundwater,16,Rabi
Stressed,Redgram,Narayanpet,Wheat,Sorghum,Broadcasting,Drip,Groundwater,9,Rabi
Diseased,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Groundwater,15,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Rainfed,14,Rabi
Healthy,Redgram,Narayanpet,Sorghum,Wheat,Drilling,Surface,Groundwater,9,Rabi
Pests,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Drip,Rainfed,10,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Surface,Groundwater,15,Rabi
Healthy,Redgram,Narayanpet,Sorghum,Wheat,Seed Drilling,Surface,Groundwater,8,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,12,Rabi
Healthy,Redgram,Narayanpet,Wheat,Sorghum,Drilling,Drip,Rainfed,8,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Rainfed,13,Rabi
Pests,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Surface,Rainfed,11,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,15,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Rainfed,12,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Surface,Groundwater,10,Rabi
Pests,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Surface,Rainfed,12,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Groundwater,18,Rabi
Pests,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Groundwater,11,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Groundwater,15,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,19,Rabi
Diseased,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,13,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Groundwater,17,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Seed Drilling,Sprinkler,Groundwater,10,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,13,Rabi
Stressed,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Drip,Groundwater,13,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Seed Drilling,Drip,Canal,14,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,13,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,17,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,15,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Drilling,Drip,Groundwater,15,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Groundwater,11,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Rainfed,14,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Groundwater,13,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Groundwater,19,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Broadcasting,Drip,Groundwater,14,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Surface,Groundwater,11,Rabi
Stressed,Cotton,Narayanpet,Maize,Sorghum,Broadcasting,Sprinkler,Canal,14,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,18,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Drilling,Sprinkler,Groundwater,15,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Groundwater,16,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Rainfed,11,Rabi
Pests,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Groundwater,16,Rabi
Stressed,Redgram,Narayanpet,Sorghum,Wheat,Seed Drilling,Surface,Groundwater,12,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,13,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,14,Rabi
Pests,Cotton,Narayanpet,Sorghum,Maize,Seed Drilling,Sprinkler,Canal,14,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Surface,Rainfed,14,Rabi
Pests,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Drip,Rainfed,10,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Rainfed,13,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Surface,Rainfed,13,Rabi
Healthy,Redgram,Narayanpet,Wheat,Sorghum,Broadcasting,Surface,Groundwater,9,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Rainfed,13,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Drilling,Drip,Groundwater,12,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Groundwater,13,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,16,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Groundwater,20,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Surface,Groundwater,11,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Drilling,Drip,Groundwater,10,Rabi
Stressed,Redgram,Narayanpet,Sorghum,Wheat,Broadcasting,Surface,Rainfed,9,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Rainfed,12,Rabi
Pests,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Rainfed,15,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,13,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Surface,Groundwater,15,Rabi
Healthy,Redgram,Narayanpet,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,9,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Surface,Rainfed,15,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Rainfed,15,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,13,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Drilling,Drip,Rainfed,14,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Broadcasting,Drip,Rainfed,13,Rabi
Healthy,Redgram,Narayanpet,Wheat,Sorghum,Drilling,Drip,Rainfed,12,Rabi
Healthy,Redgram,Narayanpet,Sorghum,Wheat,Drilling,Drip,Rainfed,10,Rabi
Diseased,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Canal,18,Rabi
Healthy,Paddy,Narayanpet,Lentil,Pea,Transplanting,Flood,Canal,19,Rabi
Healthy,Paddy,Narayanpet,Pea,Lentil,Transplanting,Flood,Groundwater,18,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Surface,Rainfed,10,Rabi
Healthy,Redgram,Narayanpet,Sorghum,Wheat,Drilling,Surface,Groundwater,12,Rabi
Diseased,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Surface,Rainfed,11,Rabi
Pests,Groundnut,Narayanpet,Paddy,Maize,Seed Drilling,Drip,Groundwater,14,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Surface,Groundwater,14,Rabi
Diseased,Redgram,Narayanpet,Sorghum,Wheat,Broadcasting,Drip,Rainfed,12,Rabi
Healthy,Redgram,Narayanpet,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,9,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Drip,Groundwater,10,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Drip,Rainfed,11,Rabi
Healthy,Cotton,Narayanpet,Sorghum,Maize,Broadcasting,Drip,Groundwater,13,Rabi
Healthy,Groundnut,Narayanpet,Paddy,Maize,Broadcasting,Drip,Rainfed,14,Rabi
Healthy,Groundnut,Narayanpet,Maize,Paddy,Seed Drilling,Drip,Rainfed,14,Rabi
